,Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,Unnamed: 12,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
4725,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=126&p_subj=HUMA,126,,What Is The Meaning Of Death?,3,,UG,,"Description: This course will ask students to learn and reflect on theoretical positions on death from historical and contemporary philosophers, but will also place a heavy emphasis on developing a student’s own attitude toward death as not just a topic for theoretical and abstract discussion, but a phenomenon that they must inevitably encounter in their own lives. Thus, the philosophical material will be supplemented with poetry, film, literature, and personal essays from non-philosophers: material that will enrich their own thoughts as they try to determine the respect in which they agree or disagree with the philosophical perspectives on offer. One goal is to have the students recognize the extent to which philosophical reflection, and engaging with the humanities, can influence and deepen their perception and understanding of their lives. ",,2021-2022,,,,,,
4726,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=129&p_subj=HUMA,129,,Who Is A Terrorist?,3,,UG,,Description: Who is a terrorist? Does it depend on the religion of the perpetrator? Why are some killings of innocent people widely discussed as terrorism while others are not? What is the relationship between the discourse of terrorism and the actual objective history of violence that the term obscures? ,,2021-2022,,,,,,
4727,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=130&p_subj=HUMA,130,,What Is A Classic?,3,,UG,,"Description: ""Outmoded works by dead, white European males” would be one answer. “Living, multi-racial, global, and genderqueer” would be another. This course explores the classic as a protean thing, made and remade by an enormous range of creative and critical responses that reshape both it and the cultures in which those responses arise. ",,2021-2022,,,,,,
4728,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=201&p_subj=HUMA,201,,Public Speaking,3,,UG,,"Description: This course is designed to give the student exposure to and experience using basic principles and skills of oral communication in the public context.  Emphasis will be on the development of speech organization, support, and delivery. Informative and persuasive speeches will be practiced. An important outcome of the course is that the student better understand and appreciate the important role public speaking plays in modern society. ",,2021-2022,,,,,,
4729,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=210&p_subj=HUMA,210,,Forensics Practicum,1,,UG,,"Description: This course will focus on junior varsity intercollegiate speech and debate competition.  Students will be required to prepare speeches and debate material for local, regional and possibly national competitions.  Participation in intercollegiate competition is mandatory. Instructor Permission Required. Repeatable for Credit. ",,2021-2022,,,,,,
4730,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=217&p_subj=HUMA,217,,Business Wrkshp F Hum Students,1,,UG,,"Description: Companies are looking for candidates with the skills that Humanities students develop at Rice. This workshop provides an overview of how businesses work, which career prospects provide the most opportunity, and how to interview successfully.  Due to limitations of the scheduling software, declared Humanities minors, Humanities Division students and graduate students wishing to enroll in this course should contact the instructor for an override. ",,2021-2022,,,,,,
4731,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=238&p_subj=HUMA,238,,Special Topics,1 to 4,,UG,,Description: Topics and credit hours may vary each semester. Contact department for current semester’s topic(s).  Repeatable for Credit. ,,2021-2022,,,,,,
4732,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=250&p_subj=HUMA,250,,Race And Media,3,,UG,,"Description: This course offers a survey of media communication about race. We will examine media communication theories of identity formation, symbol creation, and influence. What media factors determine the discourse on race? The purpose of this course is to understand how notions of race have been defined and shaped in and through mass-mediated forms. Students will formulate informed recommendations on what could be done to promote greater cultural sensitivity and diversity in the media industry. Previously offered as HUMA 238 (Summer 2019).  Repeatable for Credit. ",,2021-2022,,,,,,
4733,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=302&p_subj=HUMA,302,,Rhetorical Theory,3,,UG,,"Description: This course will survey major theorists of speech and public communication ranging from classical to contemporary thinkers. Emphasis will be on understanding speech and public communication from consumer and scholarly perspectives. Students are expected to read and discuss material with the goals of gaining basic understanding of major rhetorical theorists specifically engage a particular topic in rhetorical theory. Our central questions involve the nature of and relationship between speaker, text, and audience. ",,2021-2022,,,,,,
4734,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=303&p_subj=HUMA,303,,Persuasion&Political Rhetoric,3,,UG,,"Description: This course will survey research and writing in the fields of persuasion and political communication.  Of particular interest will be explanations of political communication based in rhetorical theory.  Students will study historically important political speeches, debates, and advertisements.  Emphasis will be on academic exploration of political rhetoric as human expression. ",,2021-2022,,,,,,
4735,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=305&p_subj=HUMA,305,,"Urban Spaces, Mapped Places",3,,UG,,"Description: This course will challenge students to understand what information about a city can be analyzed and conveyed via cartography. Students will acquire mapping skills using CartoDB, Mapbox and Leaflet and will examine historical cartography via Adobe Illustrator and qGIS. Readings will include urban theory, representation in cartography, critical debates on big data and social media, and works of fiction that involve mapping and the city. Previously offered as HURC 305. Mutually exclusive with HURC 305. Credit cannot be earned if a student has taken HURC 305. ",,2021-2022,,,,,,
4736,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=308&p_subj=HUMA,308,,Business&Professional Speaking,3,,UG,,"Description: Practical application of communication theory with emphasis on oral presentations, interviewing and small group dynamics. The course will consider many aspects of the business and professional sphere as they pertain to public speaking and public discourse. Through a series of four or more in-class speeches, in-class group exercises, outside speaker presentations, reading, and writing, the course will serve as basis of instruction to ready the student for the public or private sphere. Class will focus particularly on aspects of business and professional leadership communication, and business and office communications  both written and oral, toward a greater mastery of authentic organizational, management, competitive, and community discourse. ",,2021-2022,,,,,,
4737,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=309&p_subj=HUMA,309,,Argumentation & Debate,3,,UG,,"Description: Designed to help students develop communication, analysis, and research skills through the construction and presentation of arguments on questions of fact, value, and policy. Debate assignments will explore current issues. The course emphasizes argumentation exercises and in-class debates. ",,2021-2022,,,,,,
4738,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=310&p_subj=HUMA,310,,Advanced Forensics Practicum,1,,UG,,"Description: This course will focus on varsity intercollegiate speech and debate competition. Students will be required to prepare speeches and debate material for local, regional, and possibly national competitions. Participation in intercollegiate competition is mandatory. Instructor Permission Required. Repeatable for Credit. ",,2021-2022,,,,,,
4739,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=313&p_subj=HUMA,313,,Theories Of Human Comm,3,,UG,,"Description: This course offers an introduction to the study of human communication and surveys explanations of human communication from a variety of perspectives. Theories of interpersonal, intercultural, nonverbal and mass communication are explored. ",,2021-2022,,,,,,
4740,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=315&p_subj=HUMA,315,,Communication Law,3,,UG,,"Description: This course will explore the historical development, contemporary state of and future direction of the relationship between law and communication. The central question is ""What is the relation of the law to the human communication experience?"" ",,2021-2022,,,,,,
4741,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=316&p_subj=HUMA,316,,Rhetoric Of Popular Culture,3,,UG,,"Description: What really persuades people? Many scholars consider popular culture to be the most influential persuasive force in the everyday lives of contemporary humans. Music, television, social media, film, fashion, books, and other elements of popular culture comprise a tremendous amount of the universe of meaning in which the modern human resides. This course will explore these phenomena by looking at current and historical popular cultural artifacts and trends and various ways of understanding them from a variety of fields. Students will pursue an original study of a specific artifact or trend. ",,2021-2022,,,,,,
4742,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=317&p_subj=HUMA,317,,Interpersonal Communication,3,,UG,,"Description: This course is a study of the historical and contemporary principles and theories of interdependent human communication. Communication skills which will increase interpersonal effectiveness will be studies, including verbal and nonverbal behavior, listening, assertiveness, and conflict resolution. ",,2021-2022,,,,,,
4743,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=318&p_subj=HUMA,318,,Rhetoric Of Leadership,3,,UG,,Description: This course will examine the relationship between leadership and communication within organizations and explore leadership as a communication phenomenon. Emphasis will be on leadership as a set of relationships that manifest themselves in practices that arise from the implementation of theory. Historical and contemporary leadership and communication theory will be surveyed and students will develop an increased understanding of the relationship between communication and leadership. Previously offered as HUMA 311/LEAD 320. Mutually exclusive; credit cannot be earned for HUMA 318 if the student has previously taken HUMA 311 or LEAD 320  Mutually Exclusive: Cannot register for HUMA 318 if student has credit for HUMA 311/LEAD 320. ,,2021-2022,,,,,,
