Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=384&p_subj=RELI,384,,Pilgrimage And Crusade,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=385&p_subj=RELI,385,,"God, Time And History",3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=387&p_subj=RELI,387,,Western Esotericism,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=388&p_subj=RELI,388,,The Psalms,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=390&p_subj=RELI,390,,Search For God,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=391&p_subj=RELI,391,,The Reformation & Its Results,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=392&p_subj=RELI,392,,Jerusalem,3 or 4,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=393&p_subj=RELI,393,,Mutants And Mystics,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=395&p_subj=RELI,395,,Losing Your Religion In Film,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=396&p_subj=RELI,396,,Pentecostalism,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=399&p_subj=RELI,399,,Contemplative Practice,1,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=400&p_subj=RELI,400,,Senior Thesis,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=401&p_subj=RELI,401,,Independent Study,1 to 6,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=402&p_subj=RELI,402,,Independent Study,1 to 6,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=403&p_subj=RELI,403,,Senior Thesis I,1 to 6,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=404&p_subj=RELI,404,,Senior Thesis Ii,1 to 6,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=406&p_subj=RELI,406,,Christianity & Late Antiquity,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=407&p_subj=RELI,407,,Archives Of The Impossible,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=410&p_subj=RELI,410,,Concepts In Religion,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=416&p_subj=RELI,416,,New Testament/Christian Orig,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=417&p_subj=RELI,417,,Gnostic America,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=420&p_subj=RELI,420,,Art Of Interpreting The Bible,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=421&p_subj=RELI,421,,Foucault & The Self,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=424&p_subj=RELI,424,,Religion & Politics In Africa,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=426&p_subj=RELI,426,,Reli And Literature In Africa,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=427&p_subj=RELI,427,,History And Methods: 19Th Cent,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=428&p_subj=RELI,428,,History And Methods: 20Th Cent,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=430&p_subj=RELI,430,,"Religion, Psychology & Culture",3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=431&p_subj=RELI,431,,Religion And Cognitive Science,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=433&p_subj=RELI,433,,Tibetan Language & Culture,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=440&p_subj=RELI,440,,Islam'S Mystical Tradition,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=441&p_subj=RELI,441,,Magic & Popular Religion,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=442&p_subj=RELI,442,,Arabic Texts,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=444&p_subj=RELI,444,,Visions & Visionary Practices,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=449&p_subj=RELI,449,,Early Christian Controversies,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=450&p_subj=RELI,450,,Other Gospels And Apocrypha,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=458&p_subj=RELI,458,,Mysticism,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=470&p_subj=RELI,470,,Buddhist Wisdom Texts,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=472&p_subj=RELI,472,,Kabbalah Seminar,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=477&p_subj=RELI,477,,Special Topics,1 to 4,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=481&p_subj=RELI,481,,Gnosticism Seminar,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=488&p_subj=RELI,488,,History Of Religions,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=490&p_subj=RELI,490,,Af/Am Literature & Religion,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=500&p_subj=RELI,500,,Religions From India,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=502&p_subj=RELI,502,,Intro To Tibetan Lang & Lit,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=503&p_subj=RELI,503,,Losing Your Religion In Film,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=504&p_subj=RELI,504,,Religions In America,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=505&p_subj=RELI,505,,American Metaphysical Religion,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=506&p_subj=RELI,506,,Christianity & Late Antiquity,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=507&p_subj=RELI,507,,Intro To Biblical Hebrew I,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=509&p_subj=RELI,509,,Lost Judaisms,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=510&p_subj=RELI,510,,Apocalypse Then And Now,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=511&p_subj=RELI,511,,Intro To Biblical Hebrew Ii,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=512&p_subj=RELI,512,,Interm Biblical Hebrew Iii,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=514&p_subj=RELI,514,,Religion In Fiction And Film,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=515&p_subj=RELI,515,,Nietzsche & Religious Thought,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=517&p_subj=RELI,517,,Gnostic America,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=518&p_subj=RELI,518,,Biography Of The Bible,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=521&p_subj=RELI,521,,Advanced Study Of Islam,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=522&p_subj=RELI,522,,Islam'S Mystical Tradition,3,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=523&p_subj=RELI,523,,Independent Study,1 to 15,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=524&p_subj=RELI,524,,Independent Study,1 to 9,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=525&p_subj=RELI,525,2023-2024,Magic & Popular Religion,3,NO,G,No notable focus on sustainability.,"This course will examine the popular religion in the Middle East from Late Antiquity until the 19th century, focusing on healing practices, astrology, protection, amulets, seasoned/life-cycle rituals, and other popular beliefs common to Islam, Judaism and Christianity.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=526&p_subj=RELI,526,2023-2024,People Of The Book,3,NO,G,No notable focus on sustainability.,"Examines Judaism as a ""People of the Book,"" recognizing Judaism's dominant religious preoccupation for millennia to be the reading, study and performance of Jewish scripture, particularly the Torah or the first 5 books of the Hebrew Bible Topics: book culture, act of reading, canonization, revelation, and rabbinic, philosophical, mystical interpretations. All readings are in English.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=527&p_subj=RELI,527,2023-2024,History And Methods: 19Th Cent,3,NO,G,No notable focus on sustainability.,Focused discussion of the history and methods of the study of religion via close readings of classical texts and narratives of the field from 1800-1900. Graduate course will require reading of more books and a longer paper to write.,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=528&p_subj=RELI,528,2023-2024,Religion & Global Poverty,3,,G,,"Advanced study of religion and poverty in global context. Course materials will address religious, ethical anthropological theories of development, analyze specific themes economic and social development, examine the role of Faith Based Organizations and do specific case studies. Students will be graded on short reflections papers and a final term paper. Graduate students taking the course will be assigned 4 additional texts, do a major review of one of the texts, and do two class presentations on one of the texts.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=530&p_subj=RELI,530,2023-2024,Pedagogy Practicum,2,NO,G,No notable focus on sustainability.,"As an integral part of the department's apprenticeship program, this is a semester-long practicum through which a graduate student apprentices with a faculty member teaching an undergraduate course in order to be trained in all aspects of course design, lecturing, advising, and grading. Required of all graduate students. Repeatable for Credit.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=531&p_subj=RELI,531,2023-2024,Religion And Cognitive Science,3,NO,G,No notable focus on sustainability.,"The study of religious thought, behavior, and practices in the Bible from the perspective of cognitive science, evolutionary science, and cognitive linguistics. Explores human memory, extreme religious experiences, ritualized behaviors, shamanism and religious therapy, religious community, universality of religion, and the emergence and transmission of religious ideas and practices among early Jews and Christians. GR: seminar leadership, 7500 word research paper.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=532&p_subj=RELI,532,2023-2024,Adv Tibetan Language & Culture,3,NO,G,No notable focus on sustainability.,"This class builds on RELI 500 and 564, now including more challenging material in Tibetan, and continuing the trajectory of gaining familiarity with Buddhist philosophical systems as these touch on epistemology, ontology, and contemplative practice.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=534&p_subj=RELI,534,2023-2024,Religion & Politics In Africa,3,,G,,"Course explores interdisciplinary perspectives on religion and politics in Africa focusing on indigenous religious, Christianity, and Islam. Readings will reflect theoretical perspectives, historical developments, regional angels, and contemporary issues such as sharia, gender, and reconciliation as political options. RELI 534 requires additional reading, review a book on the subject, and write a 25 page research paper.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=537&p_subj=RELI,537,2021-2022,African Myths And Rituals,3,NO,G,No notable focus on sustainability.,Graduate/Undergraduate Equivalency: RELI 423. Mutually Exclusive: Cannot register for RELI 537 if student has credit for RELI 423.,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=539&p_subj=RELI,539,2021-2022,Theology In Africa,3,NO,G,No notable focus on sustainability.,"Introductory readings on theological thinking in Africa. Course will address methodological issues as well as constructive theological work on enculturation, social and economic justice, gender, health, and liberation. RELI 539: read 5 major texts, write a major review, lead class discussions, discuss texts used. and write 20 page research paper.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=540&p_subj=RELI,540,2023-2024,The Church Of Africa,3,NO,G,No notable focus on sustainability.,Graduate/Undergraduate Equivalency: RELI 338. Mutually Exclusive: Cannot register for RELI 540 if student has credit for RELI 338.,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=541&p_subj=RELI,541,2023-2024,Arabic Texts,3,NO,G,No notable focus on sustainability.,Study and read classical Arabic texts with the goal of learning the material as well as the syntax and grammar of Arabic. Graduate students will have an additional assignment of a paper (15-20 pgs) analyzing their text.,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=542&p_subj=RELI,542,2023-2024,American Judaism,3,NO,G,No notable focus on sustainability.,"This course will examine the distinct character of Jewish religion and thought as it has taken shape in America, including its incorporation within secret societies and the occult. Topics to be examined are American Jewish denominationalism, interfaith relations, pluralism and individualism, and developments in American Jewish spirituality. Grad students will write a 25-30pp research paper.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=546&p_subj=RELI,546,2023-2024,Mlk And Malcolm X,3,NO,G,No notable focus on sustainability.,Graduate/Undergraduate Equivalency: RELI 312. Mutually Exclusive: Cannot register for RELI 546 if student has credit for RELI 312.,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=547&p_subj=RELI,547,2023-2024,Is Black Religion Religious?,3,NO,G,No notable focus on sustainability.,This course examines two questions: How is religion defined within the study of lack religion? What constitutes the nature and meaning of blackness within black religion? These questions provide opportunity to explore how scholars explain what it has meant to be black and religious within the United States. Additional requirements for RELI 547: Write 5 reflection papers; lead at least two class discussions; complete a 30-page research paper; and complete additional readings.,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=549&p_subj=RELI,549,2023-2024,Early Christian Controversies,3,NO,G,No notable focus on sustainability.,"Seminar examines controversies and debates among the second-century Christians as catholic Christianity emerged from a diversity of Christian movements. Literature reviewed will vary. Students will select to focus on one controversy and write a research paper (undergraduates, 5000 words; graduate students, 7500 words). Oral discussion and presentations will be required.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=550&p_subj=RELI,550,2023-2024,Other Gospels And Apocrypha,3,NO,G,No notable focus on sustainability.,"Covers selections of the New Testament Apocrypha, including the Gospels of Thomas, Judas, Philip, and Mary, the Acts of Paul and Thecla, and more. Learn what the early Christians were doing and thinking as regional lore emerged in the second and third centuries and Christian diversity and identities expanded. Graduate students enrolled in this course will submit a 7000 word research paper (compared to 5000 words for undergraduate students) and will complete a book review and additional readings in scholastic literature.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=553&p_subj=RELI,553,"Seminar examines controversies and debates among the second-century Christians as catholic Christianity emerged from a diversity of Christian movements. Literature reviewed will vary. Students will select to focus on one controversy and write a research paper (undergraduates, 5000 words; graduate students, 7500 words). Oral discussion and presentations will be required.",The Dead Sea Scrolls,3,NO,G,No notable focus on sustainability.,Graduate/Undergraduate Equivalency: RELI 383. Mutually Exclusive: Cannot register for RELI 553 if student has credit for RELI 383.,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=555&p_subj=RELI,555,2021-2022,Historical Anthropologies,3,,G,,"This course will address the study of the religious past through conjunctions of anthropology and history. Readings will include books and selections by Max Weber, Marshall Sahlins, Victor Turner, Jacques Le Goff, Aron Gurevich, and others.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=557&p_subj=RELI,557,2023-2024,Representing The Devil,3,NO,G,No notable focus on sustainability.,"This course focuses on representations of the Devil, demons and ambiguous spirits in Christian theological, ritual, and narrative sources from the early medieval to early modern period. Graduate work includes added reading (30-50 pp weekly above undergraduate requirements), article length essay (8 to 10 thousand words) and two presentations.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=558&p_subj=RELI,558,2022-2023,Mysticism,3,NO,G,No notable focus on sustainability.,"A history of the development of the modern category of ""mysticism"" from the seventeenth century to today, with side studies of cognate terms like ""spirituality,"" ""metaphysical religion,"" and the ""paranormal,"" as these forms of extreme religious experience are by social-scientific and humanistic methods. RELI 558: Additional readings and writing.",Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=559&p_subj=RELI,559,2021-2022,History And Methods: 20Th Cent,3,NO,G,No notable focus on sustainability.,Focused discussion of the history and methods of the study of religion via close readings of classical texts and narratives of the field from 1900-present. Graduate course will require reading of more books and a longer paper to write.,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=560&p_subj=RELI,560,2021-2022,Reading Tibetan Texts,1 to 4,NO,G,No notable focus on sustainability.,This course is to accommodate Grad students' requests to read more widely in Tibetan texts and genres. Our focus is reading and disciplined discussion of the texts. Repeatable for Credit.,Religion,2023-2024,,,,,,
